key_path,value,namespace,section,duplicate_count,classification,phase_a_remappable,proposed_new_key
sections.all.heading_size.options__2.label,Medium,sections,all,3,Shared (excluded — merchant/content/info/preset),no,
sections.all.heading_size.options__3.label,Large,sections,all,3,Shared (excluded — merchant/content/info/preset),no,
sections.all.heading_size.options__4.label,Extra large,sections,all,2,Shared (excluded — merchant/content/info/preset),no,
sections.all.heading_size.options__5.label,Extra extra large,sections,all,2,Shared (excluded — merchant/content/info/preset),no,
sections.all.image_shape.label,Image shape,sections,all,2,Shared (excluded — merchant/content/info/preset),no,
sections.all.image_shape.options__1.label,Default,sections,all,3,Shared (excluded — merchant/content/info/preset),no,
sections.all.image_shape.options__2.label,Arch,sections,all,2,Shared (excluded — merchant/content/info/preset),no,
sections.all.image_shape.options__3.label,Blob,sections,all,2,Shared (excluded — merchant/content/info/preset),no,
sections.all.image_shape.options__4.label,Chevron left,sections,all,2,Shared (excluded — merchant/content/info/preset),no,
sections.all.image_shape.options__5.label,Chevron right,sections,all,2,Shared (excluded — merchant/content/info/preset),no,
sections.all.image_shape.options__6.label,Diamond,sections,all,2,Shared (excluded — merchant/content/info/preset),no,
sections.all.image_shape.options__7.label,Parallelogram,sections,all,2,Shared (excluded — merchant/content/info/preset),no,
sections.all.image_shape.options__8.label,Round,sections,all,2,Shared (excluded — merchant/content/info/preset),no,
sections.all.padding.padding_bottom,Bottom,sections,all,3,Shared (excluded — merchant/content/info/preset),no,
sections.all.padding.padding_top,Top,sections,all,3,Shared (excluded — merchant/content/info/preset),no,
sections.all.padding.section_padding_heading,Padding,sections,all,1,Section-specific,no,
sections.all.spacing,Spacing,sections,all,2,Shared (excluded — merchant/content/info/preset),no,
sections.announcement-bar.blocks.announcement.name,Announcement,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.blocks.announcement.settings.cta_link.label,CTA URL,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.blocks.announcement.settings.cta_text.label,CTA text,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.blocks.announcement.settings.show_separator.label,Show separator,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.blocks.announcement.settings.text.default,Welcome to our store,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.name,Announcement bar,sections,announcement-bar,2,Merge Candidate,no,
sections.announcement-bar.presets.name,Announcement bar,sections,announcement-bar,2,Merge Candidate,no,
sections.announcement-bar.settings.auto_rotate.label,Auto rotate announcements,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.background_color.label,Background color,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.border_width.label,Border width,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.change_slides_speed.label,Change every,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.default_icon.label,Default icon,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.enable_announcement_bar.label,Enable announcement bar,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.enable_country_selector.info,[Manage countries/regions](/admin/settings/markets),sections,announcement-bar,3,Merge Candidate,no,
sections.announcement-bar.settings.enable_language_selector.info,[Manage languages](/admin/settings/languages),sections,announcement-bar,3,Merge Candidate,no,
sections.announcement-bar.settings.font_size.label,Font size,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.heading_utilities.content,Utilities,sections,announcement-bar,3,Shared (excluded — merchant/content/info/preset),no,
sections.announcement-bar.settings.layout.options__4.label,Icon + text,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.layout.options__5.label,Text + CTA,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.padding_y.label,Vertical padding,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.paragraph.content,Appear only on large screens,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.pause_on_hover.label,Pause on hover and focus,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.show_close_button.label,Show close button,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.show_countdown_placeholder.label,Reserve countdown placeholder,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.show_divider.label,Show utility divider,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.show_navigation.label,Show previous / next controls,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.show_social.info,[Manage social accounts](/editor?context=theme&category=social%20media),sections,announcement-bar,3,Merge Candidate,no,
sections.announcement-bar.settings.text_color.label,Text color,sections,announcement-bar,1,Section-specific,no,
sections.announcement-bar.settings.typography.options__4.label,Overline,sections,announcement-bar,1,Section-specific,no,
sections.apps.name,Apps,sections,apps,2,Merge Candidate,no,
sections.apps.presets.name,Apps,sections,apps,2,Merge Candidate,no,
sections.apps.settings.include_margins.label,Make section margins the same as theme,sections,apps,1,Section-specific,no,
sections.collage.blocks.collection.name,Collection,sections,collage,6,Shared (excluded — merchant/content/info/preset),no,
sections.collage.blocks.image.name,Image,sections,collage,8,Shared (excluded — merchant/content/info/preset),no,
sections.collage.blocks.product.name,Product,sections,collage,3,Shared (excluded — merchant/content/info/preset),no,
sections.collage.blocks.video.name,Video,sections,collage,7,Shared (excluded — merchant/content/info/preset),no,
sections.collage.blocks.video.settings.description.default,Describe the video,sections,collage,1,Section-specific,no,
sections.collage.blocks.video.settings.description.info,Describe the video for customers using screen readers. [Learn more](https://help.shopify.com/manual/online-store/themes/theme-structure/theme-features#video-block),sections,collage,1,Section-specific,no,
sections.collage.blocks.video.settings.video_url.info,Video plays in a pop-up if the section contains other blocks.,sections,collage,1,Section-specific,no,
sections.collage.blocks.video.settings.video_url.placeholder,Use a YouTube or Vimeo URL,sections,collage,2,Shared (excluded — merchant/content/info/preset),no,
sections.collage.name,Collage,sections,collage,3,Shared (excluded — merchant/content/info/preset),no,
sections.collage.presets.name,Collage,sections,collage,3,Shared (excluded — merchant/content/info/preset),no,
sections.collage.settings.card_styles.info,Manage individual card styles in [theme settings](/editor?context=theme&category=product%20cards),sections,collage,1,Section-specific,no,
sections.collage.settings.card_styles.options__1.label,Use individual card styles,sections,collage,1,Section-specific,no,
sections.collage.settings.card_styles.options__2.label,Style all as product cards,sections,collage,1,Section-specific,no,
sections.collage.settings.desktop_layout.options__1.label,Large block first,sections,collage,1,Section-specific,no,
sections.collage.settings.desktop_layout.options__2.label,Large block last,sections,collage,1,Section-specific,no,
sections.collage.settings.header_layout.content,Layout,sections,collage,11,Shared (excluded — merchant/content/info/preset),no,
sections.collage.settings.heading.default,Multimedia collage,sections,collage,1,Section-specific,no,
sections.collapsible_content.blocks.collapsible_row.name,Collapsible row,sections,collapsible_content,5,Shared (excluded — merchant/content/info/preset),no,
sections.collapsible_content.blocks.collapsible_row.settings.heading.default,Collapsible row,sections,collapsible_content,5,Shared (excluded — merchant/content/info/preset),no,
sections.collapsible_content.name,Collapsible content,sections,collapsible_content,3,Merge Candidate,no,
sections.collapsible_content.presets.name,Collapsible content,sections,collapsible_content,3,Merge Candidate,no,
sections.collapsible_content.settings.header.content,Image,sections,collapsible_content,8,Shared (excluded — merchant/content/info/preset),no,
sections.collapsible_content.settings.heading.default,Collapsible content,sections,collapsible_content,3,Merge Candidate,no,
